u_x,u_y
0.0,-1.1562325339698174
5.963600442996629,0.0
21.520509304668828,0.0
20.87645643576802,-10.0305405575498
0.0,-10.644091696174245
1.2142437542212259,-1.1503581776771377
2.37072445101895,-1.1268037515007936
3.3851756226548284,-1.070693106112189
4.247045560156483,-0.9480551440748358
4.93804832299362,-0.7513668108131762
5.469919203981298,-0.5118618122470268
5.808154755552845,-0.25618312550079964
6.013426939161042,0.0
6.0922105397875885,0.0
6.215267305005206,0.0
6.386954630463303,0.0
6.609133279276232,0.0
6.873708218274484,0.0
7.17175182961941,0.0
7.50225127033082,0.0
7.861800891678924,0.0
8.248866330045425,0.0
8.660202697057645,0.0
9.093526262636829,0.0
9.548104134962925,0.0
10.022694547559563,0.0
10.516274330989374,0.0
11.027932250171405,0.0
11.557581098168027,0.0
12.10448913948835,0.0
12.668718175785715,0.0
13.249811823178323,0.0
13.847581195854696,0.0
14.462114311738715,0.0
15.093405817068634,0.0
15.741322071964653,0.0
16.405844894893555,0.0
17.086910603413372,0.0
17.784771158935076,0.0
18.49924636359408,0.0
19.23031191915915,0.0
19.978031328688026,0.0
20.741252762893957,0.0
21.517729607089528,-0.38553516243969194
21.510747517229145,-0.7718594350789657
21.498928108192498,-1.1588769370662977
21.48277982967598,-1.546805523012909
21.46242420923838,-1.9359048033380375
21.438918072870152,-2.3268331477350497
21.411439501653046,-2.71921546236574
21.381845662051685,-3.113547353038541
21.349738679388782,-3.5096983480257125
21.315792900433657,-3.907679281901879
21.280818201040738,-4.307727118319197
21.245171817957164,-4.709674471857307
21.20933806903597,-5.113104321873924
21.173660724383584,-5.518183061815829
21.13821793313567,-5.924861519977204
21.104024026441092,-6.332754466114993
21.070815402357425,-6.741783093392433
21.03886899719748,-7.151824487013742
21.008578991069825,-7.562635950034883
20.98022665323623,-7.974021853891823
20.954013676584278,-8.385747665595925
20.930022876726124,-8.797568862072763
20.908675056676696,-9.209320166159301
20.890139669537817,-9.62046827456509
20.046945352030228,-10.044990454353037
19.215745698900324,-10.06333063267238
18.383449414513116,-10.08330622707897
17.54999112511227,-10.104367056147199
16.71522513203596,-10.126201394535475
15.87900288720094,-10.148782100238503
15.041308369356745,-10.172247139272748
14.20214619002463,-10.196471710297622
13.361565321502953,-10.22176093559387
12.519816906806675,-10.24859429764025
11.677013278027147,-10.276748449949615
10.833657508197653,-10.306411327713759
9.990099205528937,-10.3374228596716
9.14670722035086,-10.369859725202087
8.304173424702295,-10.403400198829434
7.4630165053613,-10.437796809788479
6.623746966599856,-10.47210948647192
5.7868671282297885,-10.505341634780326
4.952878522167776,-10.538023344018717
4.1213328254450445,-10.567151641426802
3.292825291431605,-10.593065146444099
2.4671379503875217,-10.614740289983551
1.6434044951087496,-10.630453224443126
0.8211347404549191,-10.64024357690261
0.0,-10.251738716003533
0.0,-9.867248388283116
0.0,-9.490595747727134
0.0,-9.121853929158767
0.0,-8.76122184268385
0.0,-8.408651629263217
0.0,-8.064139496898077
0.0,-7.727633004772141
0.0,-7.399151113047527
0.0,-7.078474376464085
0.0,-6.765623582158934
0.0,-6.460600925661395
0.0,-6.163074146970257
0.0,-5.873101190784261
0.0,-5.590499772010138
0.0,-5.315470671864165
0.0,-5.0477433718066775
0.0,-4.787079685723534
0.0,-4.533370573127427
0.0,-4.28637462645175
0.0,-4.0461337102248915
0.0,-3.8124705760575774
0.0,-3.584040133497437
0.0,-3.3599938991190217
0.0,-3.139129366706481
0.0,-2.918498838019106
0.0,-2.693461262593958
0.0,-2.457841953153413
0.0,-2.20224710745899
0.0,-1.912686986455662
0.0,-1.5735847390391928
11.219348011867785,-0.2170915146708866
0.4984290760086511,-5.444006937194159
8.851493362166677,-0.19377827086933266
0.4763655228494665,-4.143195189072575
20.573998882095914,-4.929461940831631
9.617473345240576,-10.002321287476294
14.183768544778253,-0.24038682906847111
0.44044154648728506,-3.007483403140515
0.538646846173858,-6.902456267519983
6.999298457661086,-0.12726159988849092
12.970163065523689,-9.838437879787929
20.67334062117357,-3.337818448878802
20.325449346485133,-6.562763528914434
6.172762105904603,-10.139947717064498
4.419725493912799,-0.7289607121774256
16.706094449135133,-0.3069866630517723
0.5774767436729104,-8.238872635197012
16.31771166466783,-9.781358977935868
20.65191116802313,-2.1308993279362998
0.4998443303846332,-2.3286059407420834
20.293230615682997,-7.801287500895692
3.733431778982237,-10.255207349017141
6.234203895306182,-0.07201251693898728
18.843881959786255,-0.2952426732315777
2.609373703389934,-1.3000451375465807
0.614632479651766,-9.292157928462538
15.472302240357344,-0.28094400293761984
0.5774296222512404,-7.564132415614138
12.408761814155639,-0.22003984905834847
0.6143862244662948,-6.023891865577481
9.80933766570218,-0.18716107871297885
0.4740704896225159,-4.653394864755936
7.664495780760507,-0.14752781245454766
0.4793490742318095,-3.4656226425160117
20.812021451958362,-1.337263979517661
11.248451065794173,-9.939060577494939
7.863316036511685,-10.085595907870335
20.44954171946634,-5.766540808322904
20.499998702794542,-4.160624931595345
14.619749927928364,-9.840170033893665
17.98067371865988,-9.737696259828626
20.223154956628118,-8.606885127378733
2.0870934856178076,-10.260751953456758
5.607185163215761,-0.23530962294617222
0.6736910756448575,-1.7958197157659461
20.815029816563644,-0.5826922165041531
20.105010420742538,-9.394182345347552
0.6685716161811207,-10.057300678278498
3.5262818768625865,-1.0637281899366862
3.8374128014711246,-0.9473945931344738
4.442764346397064,-0.6855391391134313
4.113156762237512,-0.8870468360506495
3.4009897488121035,-1.2090718138438523
3.812104498156575,-1.146482713014262
4.512145396521586,-0.8534856873583102
4.2410971888726605,-1.139751796026544
3.616460959819948,-1.419497314000981
4.10594121568612,-1.4042050571163232
4.672153011005327,-1.1662043149775398
4.585130613058084,-1.4225408409154867
4.003853117017959,-1.6876045340583048
4.501720521548444,-1.7096596007733655
5.070347416275985,-1.4619760882892296
5.001528558817223,-1.7540466348750339
5.543386660029932,-1.5301169896544746
5.4997000040212365,-1.8178832520827322
4.9699411757234495,-2.0412689661030847
5.486737483948338,-2.1059791026592602
5.968814466192003,-1.8958362665427677
5.997216702896492,-2.1817200306722997
5.462956128200003,-2.3903680392584024
5.98735454377247,-2.4721589123661256
6.514304757934073,-2.267580157529942
6.553837701788762,-2.552603632141656
5.994802562676743,-2.7670837861779467
6.596959684028253,-2.852043996924117
7.102475827192856,-2.6397641116009596
7.1612893252888625,-2.9330232707384667
6.643701960195818,-3.1612301016514692
7.218106669584664,-3.2390644154821886
7.73466302842779,-3.0117066370711947
7.797067315875125,-3.3208704343534032
8.310715888704772,-3.095973788313976
8.382327975962072,-3.4069906037974564
7.869791806471437,-3.6715872758338883
8.457887379582937,-3.7210730527010827
8.978337660508666,-3.492765551163806
9.061244153820317,-3.8098195021220884
8.537827593200776,-4.04261083321152
9.152003055595037,-4.131548141636115
8.658027547684759,-4.365022967770502
9.254100994791125,-4.456434658663163
9.581733556046213,-3.5811861453771865
8.72053046846078,-4.698849523425707
9.352543990519953,-4.786198239631792
8.813221525424261,-5.032588015299318
9.45923650838767,-5.119246845252321
9.997958372740275,-4.872249213873513
10.109919369997119,-5.20841298429759
10.653933552145961,-4.959827964995141
10.767437318098889,-5.299813598665889
8.917538923768198,-5.369253477331664
11.32142861390475,-5.047367945543792
11.434314830029603,-5.393705891145521
11.99316371945225,-5.139787484004083
12.10787338453765,-5.489939068598874
8.264441004538487,-5.285109440696769
8.372352141177263,-5.622581232005133
11.546815761904725,-5.7434915464756875
12.228964724202871,-5.840687428021739
7.711716422639725,-5.542881114184877
7.826360175031438,-5.880256505358063
12.664894060130676,-5.238782511157297
12.548610163189997,-4.8880181761125545
11.660655996082182,-6.0981746725582
12.353407944834695,-6.194493725580124
13.218212112366741,-4.983387879950451
13.107027969870412,-4.636425139065634
7.162226406145495,-5.803982773543134
7.283894239984637,-6.141548026250752
11.781237352497847,-6.455131225312048
12.482592315178437,-6.5521243170196675
13.777344499049606,-4.733250536089208
13.66697181851271,-4.386673445967555
6.619125009681337,-6.065222704188788
6.7346291421052715,-6.403864270296802
6.497543306109163,-5.730883748675237
14.345601053092423,-4.489363464458564
14.228510163779298,-4.13934743259341
14.49624716937361,-4.811425711474809
11.900587786031478,-6.818151117880763
12.614150501322731,-6.913486529622596
5.959430277102186,-5.9915031866408635
5.838550766119517,-5.661331256646114
13.194574274072794,-6.646957321330324
13.332570023124765,-7.0078901747488915
13.92011391603517,-6.738034959057454
14.055845287661464,-7.106429073551526
14.908412484311782,-4.243289159116862
14.787493345905537,-3.895266881610772
14.112458170695591,-3.791491530050523
14.663766854297917,-3.5508011278494274
13.99937696043012,-3.448048972042129
14.541214257230372,-3.2103244679835887
13.88655764009601,-3.108467061640572
14.450164176584268,-2.890549721755645
13.847493945702805,-2.7460066313723606
15.08274301001781,-2.9785971102611057
5.30876153438496,-5.920965173144184
5.187606546866495,-5.597991110332562
7.415956879160608,-6.479361791428675
6.857307416682633,-6.746688112344925
7.552050815672852,-6.822666197780161
6.993411681832079,-7.091699313347493
7.685228912263629,-7.1727124727433935
6.299780870134802,-7.013878159926685
6.436006141524127,-7.359923464715514
5.744725596621212,-7.281844529670294
14.9696662588043,-2.649405283044619
14.649492413422719,-6.8323826372817065
14.784212174450689,-7.208671971628738
5.881750594419319,-7.628331579759291
12.03110435967398,-7.181520120926587
15.609740052016559,-2.739351649227842
15.471996273929111,-3.9966521562141404
5.189607869277094,-7.548355490328671
15.470080075840714,-2.3968687013046748
4.667263200293806,-5.8548250213828155
4.549405958414002,-5.5382523000552295
5.061786094811291,-5.280724956942919
4.425599796889504,-5.224964701221355
5.32723824575195,-7.896057284263535
6.043940817938683,-7.954650349017217
15.381528690577444,-6.933907525757112
15.52017554879982,-7.310924812391824
16.13952395244833,-2.5001170788077802
14.187011640778938,-7.479160161003081
16.013319667209547,-2.167354438170797
15.311796676107972,-2.041671833267816
4.642475142254096,-7.821297899381595
4.401791066971002,-7.472092867547752
4.936932341984601,-4.9682937204254
4.318788800451332,-4.9146679247780645
13.258479786870232,-2.998583265890589
13.13798792546038,-2.6740916797869114
4.77406337632509,-8.164762884117367
16.684368201416206,-2.2675104041888647
16.839398728759953,-2.5832798434592346
4.0444106979517835,-5.789461740132171
16.11836006267107,-7.037306194475605
15.979837214285274,-6.659557162915205
16.261064829994282,-7.413862183016184
16.5492659349249,-1.9309694348056474
4.823734047584457,-4.6599828273849
4.207660935905774,-4.613199058001178
3.7131904077334856,-4.865001583981848
3.600984918075127,-4.570794402484022
4.097479045059555,-4.3167678697386425
3.500653726748835,-4.281457572824509
17.22490790413189,-2.030110687837201
12.619337021194118,-2.897111251927351
12.516746769016146,-2.5750566015019145
13.020579145782689,-2.357544070302433
12.419521580050114,-2.2591577857301908
12.910914685907533,-2.0470091249072877
12.321710317901927,-1.9501966786481701
11.83172605823905,-2.154933456937087
11.743948179175373,-1.8492591660806066
11.258358373408461,-2.0506423773661977
11.169351955155655,-1.7561717948233937
10.69257159196824,-1.952448382594273
10.615037241123485,-1.6613307841936467
10.14372518341755,-1.852670382677543
10.078899679766357,-1.5682955787473993
12.808524487965627,-1.741291152073216
9.624191709506169,-1.740266750719828
9.55367475520438,-1.4738797609171432
11.312216445422019,-7.087265469985513
11.445569214753297,-7.451908748313286
4.086200206234343,-8.087877120855547
4.218651323674245,-8.432086589865538
5.443194210877089,-4.7112861631756635
3.9908160057197373,-4.024126937481489
3.405140603654163,-3.994190676185892
9.109127175958582,-1.6381822588711528
9.047329490718111,-1.3798517880755912
10.001633271774516,-1.2956887799909362
3.1162926777720052,-4.821465758553979
16.71851752200572,-6.762099285772339
16.577835549701792,-6.386813862493449
12.9935896230675,-4.28535651451633
11.07910489840477,-1.4702517616658695
15.841658324862863,-6.284291966845064
16.437816481480255,-6.013873660335004
4.157784076711692,-6.10553362051287
3.5341123873558975,-6.038943670692395
8.249439179834313,-6.901064896909714
8.370011414527818,-7.248269629665766
10.762579905165413,-2.253339793214042
17.083324821954808,-1.6826987600513
16.40071873682797,-1.586512238142167
5.622535090427846,-1.2464353253276013
15.656371083031129,-7.690524016610619
16.405452899538428,-7.7931570421108765
15.793927476537002,-8.073578966097685
16.552962067960404,-8.176258585435281
17.00716995544626,-7.515429064611324
9.766285686365359,-4.220380322644777
9.052033362182119,-5.695671344237047
3.89501062130531,-3.734414825221747
3.317550676885241,-3.7108236247222175
6.067336531452935,-1.3326865801654484
