u_x,u_y
-0.06356285958651244,-0.5423730079069597
6.444618383268714,-0.13430941984104605
21.262421407921977,-0.356216675197168
20.441973450607826,-9.453091448641967
0.8773902003839639,-10.610450961455557
3.8326035745411797,-0.022043183380331066
13.369201938021847,0.2117664607625297
21.142041819542627,-5.347705127161776
10.55959066809246,-11.252282695269756
0.2129198179016609,-5.788989301456015
7.6178087927001314,-3.3818575871612584
14.117095743433405,-6.177815938403343
5.89940779587763,-8.281380290474484
15.446059707441385,-2.3166719239205253
